product_id,metric_date,hashtag,total_views,daily_new_posts,avg_engagement_rate,top_influencer_posts,sentiment_score
1,2020-08-30,#stanleycup,77807373,134,3.71,20,0.65
1,2020-09-06,#stanleycup,78532055,97,3.74,14,0.69
1,2020-09-13,#stanleycup,81267781,68,3.04,10,0.63
1,2020-09-20,#stanleycup,84284788,124,3.16,18,0.75
1,2020-09-27,#stanleycup,85093729,142,2.57,21,0.65
1,2020-10-04,#stanleycup,86755263,122,2.76,18,0.78
1,2020-10-11,#stanleycup,88357955,136,3.77,20,0.64
1,2020-10-18,#stanleycup,90018719,55,2.76,8,0.83
1,2020-10-25,#stanleycup,91222404,55,3.75,8,0.69
1,2020-11-01,#stanleycup,92693972,78,3.01,11,0.68
1,2020-11-08,#stanleycup,94760498,111,3.05,16,0.77
1,2020-11-15,#stanleycup,97747664,184,3.97,27,0.82
1,2020-11-22,#stanleycup,98927682,66,2.68,9,0.8
1,2020-11-29,#stanleycup,102175969,99,3.3,14,0.69
1,2020-12-06,#stanleycup,103773467,159,3.97,23,0.83
1,2020-12-13,#stanleycup,106438640,200,2.78,30,0.67
1,2020-12-20,#stanleycup,107334101,88,2.99,13,0.76
1,2020-12-27,#stanleycup,109899454,121,3.81,18,0.84
1,2021-01-03,#stanleycup,110898221,175,2.81,26,0.8
1,2021-01-10,#stanleycup,113022609,66,2.75,9,0.79
1,2021-01-17,#stanleycup,115626952,180,3.06,27,0.72
1,2021-01-24,#stanleycup,118255452,132,3.57,19,0.77
1,2021-01-31,#stanleycup,121088415,176,3.21,26,0.7
1,2021-02-07,#stanleycup,122548839,199,3.47,29,0.65
1,2021-02-14,#stanleycup,124109034,101,3.18,15,0.7
1,2021-02-21,#stanleycup,126192934,128,3.14,19,0.74
1,2021-02-28,#stanleycup,127204000,145,2.88,21,0.63
1,2021-03-07,#stanleycup,129808077,71,2.94,10,0.69
1,2021-03-14,#stanleycup,132388081,199,2.56,29,0.76
1,2021-03-21,#stanleycup,134675380,159,3.18,23,0.7
1,2021-03-28,#stanleycup,136778684,177,2.98,26,0.61
1,2021-04-04,#stanleycup,139847141,163,2.85,24,0.62
1,2021-04-11,#stanleycup,142388624,71,2.94,10,0.73
1,2021-04-18,#stanleycup,143924438,70,3.68,10,0.62
1,2021-04-25,#stanleycup,146628356,68,3.04,10,0.65
1,2021-05-02,#stanleycup,148245944,100,3.51,15,0.68
1,2021-05-09,#stanleycup,151162753,120,2.79,18,0.85
1,2021-05-16,#stanleycup,151894071,189,3.87,28,0.79
1,2021-05-23,#stanleycup,154076062,122,3.73,18,0.84
1,2021-05-30,#stanleycup,154819700,198,3.64,29,0.72
1,2021-06-06,#stanleycup,156067562,181,3.98,27,0.82
1,2021-06-13,#stanleycup,159516903,108,2.84,16,0.65
1,2021-06-20,#stanleycup,162245006,109,3.27,16,0.79
1,2021-06-27,#stanleycup,163260167,168,3.01,25,0.68
1,2021-07-04,#stanleycup,166521621,98,3.14,14,0.7
1,2021-07-11,#stanleycup,169271123,162,3.17,24,0.61
1,2021-07-18,#stanleycup,170442153,85,3.37,12,0.68
1,2021-07-25,#stanleycup,173560135,52,3.25,7,0.81
1,2021-08-01,#stanleycup,175822528,136,2.84,20,0.77
1,2021-08-08,#stanleycup,179056738,153,3.64,22,0.73
1,2021-08-15,#stanleycup,181839756,133,3.38,19,0.8
1,2021-08-22,#stanleycup,183751778,85,2.73,12,0.74
1,2021-08-29,#stanleycup,185851218,196,3.8,29,0.65
1,2021-09-05,#stanleycup,187969432,150,2.6,22,0.65
1,2021-09-12,#stanleycup,190326570,77,2.99,11,0.76
1,2021-09-19,#stanleycup,191409400,127,2.64,19,0.77
1,2021-09-26,#stanleycup,194638129,95,2.55,14,0.75
1,2021-10-03,#stanleycup,195593160,56,2.78,8,0.83
1,2021-10-10,#stanleycup,197148413,148,2.93,22,0.67
1,2021-10-17,#stanleycup,198059267,184,2.6,27,0.69
1,2021-10-24,#stanleycup,200267130,52,2.76,7,0.7
1,2021-10-31,#stanleycup,202502713,78,2.69,11,0.72
1,2021-11-07,#stanleycup,203960491,67,3.08,10,0.63
1,2021-11-14,#stanleycup,207264995,102,2.96,15,0.77
1,2021-11-21,#stanleycup,209103846,90,3.41,13,0.75
1,2021-11-28,#stanleycup,211488221,178,3.58,26,0.67
1,2021-12-05,#stanleycup,213824058,51,3.99,7,0.62
1,2021-12-12,#stanleycup,215429963,152,3.41,22,0.73
1,2021-12-19,#stanleycup,217818916,195,3.82,29,0.72
1,2021-12-26,#stanleycup,219575552,60,3.61,9,0.76
1,2022-01-02,#stanleycup,222887308,166,3.02,24,0.8
1,2022-01-09,#stanleycup,224230020,150,3.42,22,0.7
1,2022-01-16,#stanleycup,227621037,95,3.85,14,0.71
1,2022-01-23,#stanleycup,228994276,148,3.87,22,0.77
1,2022-01-30,#stanleycup,229854520,74,3.09,11,0.66
1,2022-02-06,#stanleycup,232859592,90,2.91,13,0.73
1,2022-02-13,#stanleycup,236210842,67,3.55,10,0.83
1,2022-02-20,#stanleycup,239706880,176,3.12,26,0.74
1,2022-02-27,#stanleycup,240793049,144,2.61,21,0.73
1,2022-03-06,#stanleycup,242098010,133,3.12,19,0.66
1,2022-03-13,#stanleycup,242896059,179,2.57,26,0.62
1,2022-03-20,#stanleycup,246333731,168,3.07,25,0.7
1,2022-03-27,#stanleycup,247073134,99,3.1,14,0.66
1,2022-04-03,#stanleycup,250520781,84,2.99,12,0.72
1,2022-04-10,#stanleycup,253233519,168,2.6,25,0.76
1,2022-04-17,#stanleycup,254957969,162,2.71,24,0.81
1,2022-04-24,#stanleycup,257885621,93,3.76,13,0.63
1,2022-05-01,#stanleycup,261306738,125,2.69,18,0.7
1,2022-05-08,#stanleycup,262047877,69,3.51,10,0.77
1,2022-05-15,#stanleycup,263400914,89,3.16,13,0.65
1,2022-05-22,#stanleycup,266054453,58,3.84,8,0.65
1,2022-05-29,#stanleycup,268673405,62,3.75,9,0.76
1,2022-06-05,#stanleycup,270504955,76,3.09,11,0.71
1,2022-06-12,#stanleycup,272589996,51,2.57,7,0.79
1,2022-06-19,#stanleycup,274165437,113,3.06,16,0.65
1,2022-06-26,#stanleycup,274918868,54,3.13,8,0.68
1,2022-07-03,#stanleycup,275850708,99,3.52,14,0.66
1,2022-07-10,#stanleycup,278987996,74,3.7,11,0.64
1,2022-07-17,#stanleycup,281568875,92,2.57,13,0.63
1,2022-07-24,#stanleycup,284569187,133,2.98,19,0.65
1,2022-07-31,#stanleycup,286719076,103,3.9,15,0.83
1,2022-08-07,#stanleycup,287807674,80,2.85,12,0.69
1,2022-08-14,#stanleycup,290907834,94,2.52,14,0.68
1,2022-08-21,#stanleycup,292415585,149,2.82,22,0.62
1,2022-08-28,#stanleycup,294469742,121,3.47,18,0.61
1,2022-09-04,#stanleycup,297367595,105,3.12,15,0.72
1,2022-09-11,#stanleycup,300156584,76,3.57,11,0.64
1,2022-09-18,#stanleycup,303171897,74,3.4,11,0.77
1,2022-09-25,#stanleycup,306203653,84,3.0,12,0.79
1,2022-10-02,#stanleycup,309349243,131,3.97,19,0.72
1,2022-10-09,#stanleycup,312196332,135,2.53,20,0.71
1,2022-10-16,#stanleycup,313749331,180,3.46,27,0.73
1,2022-10-23,#stanleycup,316711339,53,2.85,7,0.79
1,2022-10-30,#stanleycup,320119492,81,2.96,12,0.71
1,2022-11-06,#stanleycup,321039404,112,3.43,16,0.63
1,2022-11-13,#stanleycup,322296037,177,2.94,26,0.69
1,2022-11-20,#stanleycup,325657927,59,2.86,8,0.75
1,2022-11-27,#stanleycup,327564223,163,3.61,24,0.63
1,2022-12-04,#stanleycup,331055242,131,3.47,19,0.61
1,2022-12-11,#stanleycup,332813873,156,3.47,23,0.79
1,2022-12-18,#stanleycup,341176941,434,6.12,65,0.69
1,2022-12-25,#stanleycup,354439267,410,5.35,61,0.85
1,2023-01-01,#stanleycup,361204753,903,5.74,135,0.75
1,2023-01-08,#stanleycup,367399207,590,5.3,88,0.71
1,2023-01-15,#stanleycup,378116543,206,4.16,30,0.62
1,2023-01-22,#stanleycup,383694241,397,4.13,59,0.83
1,2023-01-29,#stanleycup,395894093,328,4.23,49,0.74
1,2023-02-05,#stanleycup,400541547,409,4.59,61,0.71
1,2023-02-12,#stanleycup,406941388,678,4.78,101,0.66
1,2023-02-19,#stanleycup,414890924,380,5.51,57,0.81
1,2023-02-26,#stanleycup,421347500,659,6.42,98,0.8
1,2023-03-05,#stanleycup,430126179,1000,5.2,150,0.83
1,2023-03-12,#stanleycup,439831399,371,5.18,55,0.85
1,2023-03-19,#stanleycup,467982998,1687,7.9,253,0.75
1,2023-03-26,#stanleycup,484426719,1581,7.07,237,0.9
1,2023-04-02,#stanleycup,500000000,1414,7.49,212,0.86
1,2023-04-09,#stanleycup,500000000,1159,6.64,173,0.81
1,2023-04-16,#stanleycup,500000000,445,4.25,66,0.42
1,2023-04-23,#stanleycup,500000000,369,4.93,55,0.45
1,2023-04-30,#stanleycup,500000000,397,3.51,59,0.62
1,2023-05-07,#stanleycup,500000000,491,4.48,73,0.68
1,2023-05-14,#stanleycup,500000000,796,4.98,119,0.55
1,2023-05-21,#stanleycup,500000000,628,5.48,94,0.52
1,2023-05-28,#stanleycup,500000000,319,5.48,47,0.52
1,2023-06-04,#stanleycup,500000000,589,3.82,88,0.69
1,2023-06-11,#stanleycup,500000000,694,5.33,104,0.55
1,2023-06-18,#stanleycup,500000000,550,4.77,82,0.61
1,2023-06-25,#stanleycup,500000000,633,4.27,94,0.62
1,2023-07-02,#stanleycup,500000000,424,4.46,63,0.59
1,2023-07-09,#stanleycup,500000000,646,3.56,96,0.48
1,2023-07-16,#stanleycup,500000000,533,5.39,79,0.48
1,2023-07-23,#stanleycup,500000000,608,4.66,91,0.4
1,2023-07-30,#stanleycup,500000000,694,3.68,104,0.52
1,2023-08-06,#stanleycup,500000000,600,5.45,90,0.56
1,2023-08-13,#stanleycup,500000000,396,5.25,59,0.65
1,2023-08-20,#stanleycup,500000000,429,4.88,64,0.69
1,2023-08-27,#stanleycup,500000000,637,5.27,95,0.62
1,2023-09-03,#stanleycup,500000000,685,5.25,102,0.43
1,2023-09-10,#stanleycup,500000000,593,5.05,88,0.64
1,2023-09-17,#stanleycup,500000000,168,3.12,25,0.67
1,2023-09-24,#stanleycup,500000000,101,3.48,15,0.5
1,2023-10-01,#stanleycup,500000000,117,3.16,17,0.63
1,2023-10-08,#stanleycup,500000000,267,2.43,40,0.54
1,2023-10-15,#stanleycup,500000000,195,2.28,29,0.55
1,2023-10-22,#stanleycup,500000000,146,2.75,21,0.61
1,2023-10-29,#stanleycup,500000000,154,2.28,23,0.69
1,2023-11-05,#stanleycup,500000000,294,2.29,44,0.61
1,2023-11-12,#stanleycup,500000000,259,2.16,38,0.52
1,2023-11-19,#stanleycup,500000000,121,2.57,18,0.52
1,2023-11-26,#stanleycup,500000000,107,2.88,16,0.62
1,2023-12-03,#stanleycup,500000000,294,2.15,44,0.57
1,2023-12-10,#stanleycup,500000000,101,3.0,15,0.52
1,2023-12-17,#stanleycup,500000000,233,3.19,34,0.65
1,2023-12-24,#stanleycup,500000000,294,2.4,44,0.62
1,2023-12-31,#stanleycup,500000000,186,2.91,27,0.59
1,2024-01-07,#stanleycup,500000000,187,3.5,28,0.74
1,2024-01-14,#stanleycup,500000000,270,2.6,40,0.74
1,2024-01-21,#stanleycup,500000000,184,3.21,27,0.61
1,2024-01-28,#stanleycup,500000000,278,2.6,41,0.51
1,2024-02-04,#stanleycup,500000000,131,3.3,19,0.74
1,2024-02-11,#stanleycup,500000000,292,3.22,43,0.61
1,2024-02-18,#stanleycup,500000000,275,2.99,41,0.63
1,2024-02-25,#stanleycup,500000000,269,2.28,40,0.5
1,2024-03-03,#stanleycup,500000000,192,3.31,28,0.67
1,2024-03-10,#stanleycup,500000000,159,2.91,23,0.68
1,2024-03-17,#stanleycup,500000000,120,2.52,18,0.75
1,2024-03-24,#stanleycup,500000000,279,3.36,41,0.57
1,2024-03-31,#stanleycup,500000000,149,3.07,22,0.72
1,2024-04-07,#stanleycup,500000000,300,3.29,45,0.51
1,2024-04-14,#stanleycup,500000000,227,3.2,34,0.71
1,2024-04-21,#stanleycup,500000000,240,3.48,36,0.54
1,2024-04-28,#stanleycup,500000000,214,3.43,32,0.67
1,2024-05-05,#stanleycup,500000000,161,2.37,24,0.69
1,2024-05-12,#stanleycup,500000000,268,3.05,40,0.61
1,2024-05-19,#stanleycup,500000000,283,2.04,42,0.73
1,2024-05-26,#stanleycup,500000000,296,2.42,44,0.67
1,2024-06-02,#stanleycup,500000000,271,2.18,40,0.73
1,2024-06-09,#stanleycup,500000000,262,3.09,39,0.7
1,2024-06-16,#stanleycup,500000000,185,3.31,27,0.66
1,2024-06-23,#stanleycup,500000000,196,3.37,29,0.66
1,2024-06-30,#stanleycup,500000000,300,2.84,45,0.7
1,2024-07-07,#stanleycup,500000000,157,2.39,23,0.52
1,2024-07-14,#stanleycup,500000000,122,2.51,18,0.69
1,2024-07-21,#stanleycup,500000000,129,2.86,19,0.71
1,2024-07-28,#stanleycup,500000000,197,2.87,29,0.58
1,2024-08-04,#stanleycup,500000000,251,2.8,37,0.74
1,2024-08-11,#stanleycup,500000000,181,3.16,27,0.63
1,2024-08-18,#stanleycup,500000000,254,2.89,38,0.6
1,2024-08-25,#stanleycup,500000000,237,3.28,35,0.54
1,2024-09-01,#stanleycup,500000000,175,3.26,26,0.67
1,2024-09-08,#stanleycup,500000000,137,2.9,20,0.69
1,2024-09-15,#stanleycup,500000000,279,2.05,41,0.58
1,2024-09-22,#stanleycup,500000000,276,2.19,41,0.66
1,2024-09-29,#stanleycup,500000000,155,2.74,23,0.51
1,2024-10-06,#stanleycup,500000000,185,2.23,27,0.71
1,2024-10-13,#stanleycup,500000000,157,3.05,23,0.73
1,2024-10-20,#stanleycup,500000000,298,2.27,44,0.68
1,2024-10-27,#stanleycup,500000000,176,3.48,26,0.75
1,2024-11-03,#stanleycup,500000000,240,2.59,36,0.67
1,2024-11-10,#stanleycup,500000000,189,3.14,28,0.52
1,2024-11-17,#stanleycup,500000000,286,2.42,42,0.68
1,2024-11-24,#stanleycup,500000000,240,2.59,36,0.58
1,2024-12-01,#stanleycup,500000000,248,3.3,37,0.71
1,2024-12-08,#stanleycup,500000000,281,2.46,42,0.64
1,2024-12-15,#stanleycup,500000000,213,3.04,31,0.72
1,2024-12-22,#stanleycup,500000000,153,2.33,22,0.68
1,2024-12-29,#stanleycup,500000000,102,2.54,15,0.67
2,2020-03-01,#owala,2267503,87,3.06,13,0.77
2,2020-03-08,#owala,3319995,93,3.89,13,0.69
2,2020-03-15,#owala,4212565,171,2.77,25,0.63
2,2020-03-22,#owala,7090321,181,3.48,27,0.71
2,2020-03-29,#owala,9272984,88,3.44,13,0.66
2,2020-04-05,#owala,11766244,80,2.86,12,0.68
2,2020-04-12,#owala,13843858,94,3.48,14,0.79
2,2020-04-19,#owala,16930508,72,3.67,10,0.7
2,2020-04-26,#owala,18070906,163,3.05,24,0.63
2,2020-05-03,#owala,21225379,81,3.23,12,0.83
2,2020-05-10,#owala,24028228,107,2.53,16,0.85
2,2020-05-17,#owala,27463702,172,2.91,25,0.62
2,2020-05-24,#owala,30529380,96,3.08,14,0.78
2,2020-05-31,#owala,31594325,126,3.36,18,0.68
2,2020-06-07,#owala,34866055,187,2.78,28,0.6
2,2020-06-14,#owala,37511481,192,3.73,28,0.72
2,2020-06-21,#owala,40189548,182,3.76,27,0.78
2,2020-06-28,#owala,41650938,81,3.63,12,0.84
2,2020-07-05,#owala,44549652,80,2.77,12,0.77
2,2020-07-12,#owala,46403119,51,3.33,7,0.63
2,2020-07-19,#owala,49498316,82,3.36,12,0.64
2,2020-07-26,#owala,52962084,193,2.89,28,0.61
2,2020-08-02,#owala,54996347,81,3.26,12,0.84
2,2020-08-09,#owala,58111802,93,3.13,13,0.6
2,2020-08-16,#owala,60718161,126,2.57,18,0.83
2,2020-08-23,#owala,63051023,125,3.49,18,0.63
2,2020-08-30,#owala,65669212,175,3.54,26,0.83
2,2020-09-06,#owala,68243084,140,3.41,21,0.65
2,2020-09-13,#owala,69107262,75,3.49,11,0.66
2,2020-09-20,#owala,70597093,98,2.71,14,0.84
2,2020-09-27,#owala,72614864,191,2.82,28,0.67
2,2020-10-04,#owala,74250596,158,2.61,23,0.67
2,2020-10-11,#owala,75256139,91,3.1,13,0.84
2,2020-10-18,#owala,76481846,158,3.91,23,0.73
2,2020-10-25,#owala,78170547,68,3.44,10,0.85
2,2020-11-01,#owala,80939117,99,3.57,14,0.76
2,2020-11-08,#owala,83179369,180,3.41,27,0.81
2,2020-11-15,#owala,85470784,130,3.99,19,0.69
2,2020-11-22,#owala,86628143,113,2.62,16,0.73
2,2020-11-29,#owala,88536889,190,3.11,28,0.76
2,2020-12-06,#owala,90239730,142,3.86,21,0.64
2,2020-12-13,#owala,91299194,107,2.91,16,0.69
2,2020-12-20,#owala,92384551,106,3.07,15,0.8
2,2020-12-27,#owala,95757522,81,2.76,12,0.82
2,2021-01-03,#owala,98254429,200,3.73,30,0.62
2,2021-01-10,#owala,99989358,139,3.55,20,0.74
2,2021-01-17,#owala,101315998,75,3.84,11,0.68
2,2021-01-24,#owala,104736569,149,2.77,22,0.77
2,2021-01-31,#owala,106914304,186,3.33,27,0.72
2,2021-02-07,#owala,110134346,82,2.89,12,0.73
2,2021-02-14,#owala,111357946,89,3.49,13,0.69
2,2021-02-21,#owala,114720242,118,2.58,17,0.76
2,2021-02-28,#owala,116334484,144,3.56,21,0.77
2,2021-03-07,#owala,117706477,157,3.56,23,0.71
2,2021-03-14,#owala,120249661,140,3.7,21,0.67
2,2021-03-21,#owala,123586442,159,3.28,23,0.82
2,2021-03-28,#owala,124605516,108,2.96,16,0.84
2,2021-04-04,#owala,125636329,154,3.66,23,0.76
2,2021-04-11,#owala,126679959,69,3.59,10,0.64
2,2021-04-18,#owala,128429035,64,2.63,9,0.74
2,2021-04-25,#owala,129168284,176,3.71,26,0.84
2,2021-05-02,#owala,132550320,158,3.52,23,0.63
2,2021-05-09,#owala,135734088,177,3.27,26,0.82
2,2021-05-16,#owala,138695865,81,3.11,12,0.65
2,2021-05-23,#owala,141974385,51,3.57,7,0.73
2,2021-05-30,#owala,145386458,138,2.87,20,0.77
2,2021-06-06,#owala,146241900,185,3.53,27,0.75
2,2021-06-13,#owala,148863211,93,3.51,13,0.83
2,2021-06-20,#owala,150052490,94,2.61,14,0.73
2,2021-06-27,#owala,152143768,63,3.13,9,0.64
2,2021-07-04,#owala,155335936,78,3.01,11,0.66
2,2021-07-11,#owala,156468501,188,3.78,28,0.67
2,2021-07-18,#owala,157950450,173,2.94,25,0.6
2,2021-07-25,#owala,159769141,195,3.09,29,0.83
2,2021-08-01,#owala,160599166,181,3.74,27,0.83
2,2021-08-08,#owala,161320782,174,2.59,26,0.75
2,2021-08-15,#owala,162414070,134,2.95,20,0.6
2,2021-08-22,#owala,163146599,97,3.1,14,0.63
2,2021-08-29,#owala,165788385,175,2.8,26,0.73
2,2021-09-05,#owala,168277193,89,3.12,13,0.6
2,2021-09-12,#owala,170428160,114,2.84,17,0.69
2,2021-09-19,#owala,171796765,143,3.14,21,0.73
2,2021-09-26,#owala,174106331,118,2.66,17,0.76
2,2021-10-03,#owala,176104551,162,2.74,24,0.79
2,2021-10-10,#owala,179407396,51,3.04,7,0.65
2,2021-10-17,#owala,180597998,98,2.93,14,0.7
2,2021-10-24,#owala,181886341,134,3.85,20,0.77
2,2021-10-31,#owala,183561826,172,3.94,25,0.63
2,2021-11-07,#owala,186763808,175,3.33,26,0.78
2,2021-11-14,#owala,188931358,133,3.63,19,0.73
2,2021-11-21,#owala,190027271,149,2.7,22,0.8
2,2021-11-28,#owala,192562279,82,2.73,12,0.6
2,2021-12-05,#owala,194517939,110,2.58,16,0.71
2,2021-12-12,#owala,196280280,52,3.15,7,0.67
2,2021-12-19,#owala,197889510,71,3.64,10,0.75
2,2021-12-26,#owala,199621289,180,2.78,27,0.79
2,2022-01-02,#owala,201229077,117,3.99,17,0.77
2,2022-01-09,#owala,204521793,159,2.8,23,0.8
2,2022-01-16,#owala,207065362,76,3.55,11,0.75
2,2022-01-23,#owala,209935061,98,3.99,14,0.76
2,2022-01-30,#owala,211120588,88,2.84,13,0.7
2,2022-02-06,#owala,212357173,120,3.99,18,0.71
2,2022-02-13,#owala,213244178,101,2.64,15,0.7
2,2022-02-20,#owala,216268430,184,2.96,27,0.85
2,2022-02-27,#owala,218727082,106,3.0,15,0.62
2,2022-03-06,#owala,220543827,159,3.47,23,0.63
2,2022-03-13,#owala,222532086,143,2.92,21,0.78
2,2022-03-20,#owala,223406617,113,2.98,16,0.65
2,2022-03-27,#owala,226839872,50,2.58,7,0.68
2,2022-04-03,#owala,229765816,123,3.21,18,0.63
2,2022-04-10,#owala,232268841,97,2.88,14,0.69
2,2022-04-17,#owala,235423888,127,2.67,19,0.6
2,2022-04-24,#owala,236602114,191,3.66,28,0.68
2,2022-05-01,#owala,239463427,142,3.61,21,0.73
2,2022-05-08,#owala,241176152,145,2.86,21,0.65
2,2022-05-15,#owala,242266514,148,2.63,22,0.63
2,2022-05-22,#owala,245368004,80,2.56,12,0.8
2,2022-05-29,#owala,246430002,99,3.56,14,0.62
2,2022-06-05,#owala,248236422,189,3.43,28,0.78
2,2022-06-12,#owala,249500398,101,3.3,15,0.61
2,2022-06-19,#owala,252811986,99,3.13,14,0.66
2,2022-06-26,#owala,254855251,193,3.96,28,0.71
2,2022-07-03,#owala,255803737,80,3.87,12,0.72
2,2022-07-10,#owala,258352941,184,3.9,27,0.8
2,2022-07-17,#owala,261609859,92,3.4,13,0.84
2,2022-07-24,#owala,264387725,124,2.57,18,0.62
2,2022-07-31,#owala,266546532,98,3.61,14,0.72
2,2022-08-07,#owala,267521730,186,3.81,27,0.64
2,2022-08-14,#owala,269653937,180,3.08,27,0.7
2,2022-08-21,#owala,270367146,119,2.81,17,0.64
2,2022-08-28,#owala,271099661,105,3.39,15,0.82
2,2022-09-04,#owala,272000000,181,3.18,27,0.78
2,2022-09-11,#owala,272000000,116,2.96,17,0.67
2,2022-09-18,#owala,272000000,118,3.33,17,0.66
2,2022-09-25,#owala,272000000,186,2.86,27,0.76
2,2022-10-02,#owala,272000000,121,3.89,18,0.82
2,2022-10-09,#owala,272000000,63,3.46,9,0.85
2,2022-10-16,#owala,272000000,103,3.3,15,0.76
2,2022-10-23,#owala,272000000,144,2.99,21,0.82
2,2022-10-30,#owala,272000000,117,3.58,17,0.82
2,2022-11-06,#owala,272000000,125,2.99,18,0.76
2,2022-11-13,#owala,272000000,52,3.74,7,0.78
2,2022-11-20,#owala,272000000,121,2.77,18,0.73
2,2022-11-27,#owala,272000000,199,2.66,29,0.77
2,2022-12-04,#owala,272000000,115,3.81,17,0.75
2,2022-12-11,#owala,272000000,102,3.73,15,0.68
2,2022-12-18,#owala,272000000,102,3.37,15,0.7
2,2022-12-25,#owala,272000000,164,2.85,24,0.71
2,2023-01-01,#owala,272000000,87,3.85,13,0.72
2,2023-01-08,#owala,272000000,167,2.78,25,0.65
2,2023-01-15,#owala,272000000,175,3.92,26,0.76
2,2023-01-22,#owala,272000000,55,2.97,8,0.8
2,2023-01-29,#owala,272000000,98,2.6,14,0.71
2,2023-02-05,#owala,272000000,166,3.86,24,0.63
2,2023-02-12,#owala,272000000,184,2.71,27,0.8
2,2023-02-19,#owala,272000000,75,3.07,11,0.63
2,2023-02-26,#owala,272000000,53,3.65,7,0.83
2,2023-03-05,#owala,272000000,83,2.87,12,0.67
2,2023-03-12,#owala,272000000,53,3.69,7,0.84
2,2023-03-19,#owala,272000000,77,3.31,11,0.81
2,2023-03-26,#owala,272000000,71,2.8,10,0.79
2,2023-04-02,#owala,272000000,163,3.72,24,0.68
2,2023-04-09,#owala,272000000,89,2.87,13,0.77
2,2023-04-16,#owala,272000000,189,2.68,28,0.63
2,2023-04-23,#owala,272000000,125,2.65,18,0.64
2,2023-04-30,#owala,272000000,107,2.54,16,0.7
2,2023-05-07,#owala,272000000,561,5.64,84,0.83
2,2023-05-14,#owala,272000000,900,4.96,135,0.81
2,2023-05-21,#owala,272000000,315,5.23,47,0.66
2,2023-05-28,#owala,272000000,488,4.89,73,0.68
2,2023-06-04,#owala,272000000,569,6.31,85,0.82
2,2023-06-11,#owala,272000000,819,4.38,122,0.73
2,2023-06-18,#owala,272000000,814,4.45,122,0.64
2,2023-06-25,#owala,272000000,883,5.72,132,0.8
2,2023-07-02,#owala,272000000,556,6.19,83,0.93
2,2023-07-09,#owala,272000000,877,4.92,131,0.91
2,2023-07-16,#owala,272000000,928,6.0,139,0.92
2,2023-07-23,#owala,272000000,352,5.94,52,0.81
2,2023-07-30,#owala,272000000,599,5.12,89,0.91
2,2023-08-06,#owala,272000000,1031,7.44,154,0.78
2,2023-08-13,#owala,272000000,1461,8.49,219,0.9
2,2023-08-20,#owala,272000000,1522,6.8,228,0.85
2,2023-08-27,#owala,272000000,1647,7.5,247,0.82
2,2023-09-03,#owala,272000000,710,5.39,106,0.51
2,2023-09-10,#owala,272000000,581,4.49,87,0.55
2,2023-09-17,#owala,272000000,574,5.14,86,0.43
2,2023-09-24,#owala,272000000,666,4.34,99,0.61
2,2023-10-01,#owala,272000000,420,4.22,63,0.7
2,2023-10-08,#owala,272000000,308,4.22,46,0.69
2,2023-10-15,#owala,272000000,771,3.72,115,0.51
