product_id,price_date,open_price,high_price,low_price,close_price,adj_close_price,volume,market_cap
3,2020-04-14,107.87,109.85,107.46,108.77,108.77,534038,10877332838.84
3,2020-04-15,109.03,110.2,107.99,109.31,109.31,484491,10931077726.77
3,2020-04-16,108.37,108.97,107.32,107.77,107.77,410902,10777289657.59
3,2020-04-17,108.22,108.34,106.82,107.35,107.35,484996,10734515208.87
3,2020-04-18,106.39,107.47,106.26,107.34,107.34,548413,10733760972.64
3,2020-04-19,107.07,107.87,106.13,106.75,106.75,423191,10675013244.27
3,2020-04-20,106.09,107.48,105.86,106.55,106.55,561425,10654995427.74
3,2020-04-21,108.43,108.45,106.4,107.44,107.44,581642,10743796657.61
3,2020-04-22,107.03,108.55,105.99,107.95,107.95,500412,10795171877.75
3,2020-04-23,108.06,108.74,107.26,108.01,108.01,556200,10801129171.93
3,2020-04-24,112.89,113.9,112.64,112.7,112.7,542404,11269505547.77
3,2020-04-25,110.51,112.05,109.52,111.0,111.0,568833,11099933847.09
3,2020-04-26,115.38,116.11,114.84,115.89,115.89,594354,11589397181.19
3,2020-04-27,113.72,114.72,113.63,114.06,114.06,422334,11405520202.94
3,2020-04-28,114.43,115.8,113.64,114.87,114.87,435767,11486899952.73
3,2020-04-29,118.41,120.3,117.43,119.21,119.21,484813,11921373757.2
3,2020-04-30,117.11,118.11,116.05,116.1,116.1,551922,11610170299.18
3,2020-05-01,119.25,120.84,118.27,120.39,120.39,574062,12038924313.62
3,2020-05-02,117.39,118.37,115.33,116.3,116.3,416001,11630050052.21
3,2020-05-03,119.41,119.98,119.08,119.48,119.48,401391,11948451136.75
3,2020-05-04,120.18,121.31,118.52,119.53,119.53,589640,11953288753.88
3,2020-05-05,119.08,120.22,118.92,119.68,119.68,541512,11968106192.57
3,2020-05-06,119.35,120.81,118.61,120.0,120.0,451567,12000490842.33
3,2020-05-07,120.93,121.41,120.12,121.28,121.28,502979,12127561359.92
3,2020-05-08,125.12,126.19,124.38,125.07,125.07,522904,12507433443.56
3,2020-05-09,125.55,126.65,124.9,125.4,125.4,574441,12540121529.39
3,2020-05-10,127.58,127.85,126.88,127.06,127.06,486977,12705745422.64
3,2020-05-11,129.31,131.03,128.54,130.57,130.57,492952,13057346829.22
3,2020-05-12,128.55,129.0,126.87,127.52,127.52,407968,12752259697.5
3,2020-05-13,123.05,123.54,121.6,122.36,122.36,573579,12235989009.12
3,2020-05-14,118.13,119.39,117.55,118.23,118.23,492050,11822808429.7
3,2020-05-15,117.73,118.88,117.44,118.13,118.13,410014,11813220676.17
3,2020-05-16,118.28,119.45,117.21,119.03,119.03,519865,11903378761.99
3,2020-05-17,116.77,117.61,116.57,116.83,116.83,473859,11683194873.87
3,2020-05-18,114.88,115.73,114.74,115.63,115.63,485140,11562797770.56
3,2020-05-19,113.74,114.06,113.33,113.83,113.83,534999,11382910045.54
3,2020-05-20,117.25,119.28,116.5,118.34,118.34,553366,11833610707.6
3,2020-05-21,117.46,119.49,116.37,118.46,118.46,404706,11845506693.74
3,2020-05-22,118.95,119.83,118.01,118.22,118.22,453447,11822448692.45
3,2020-05-23,117.05,118.17,116.48,117.74,117.74,458647,11773747392.0
3,2020-05-24,114.12,115.06,114.08,114.2,114.2,483412,11420489979.88
3,2020-05-25,116.78,118.2,115.73,117.36,117.36,489354,11736123604.38
3,2020-05-26,123.64,125.18,122.98,124.62,124.62,459536,12462326956.08
3,2020-05-27,126.79,127.79,126.31,127.45,127.45,407123,12745115826.13
3,2020-05-28,124.88,126.96,124.14,125.84,125.84,422336,12584126434.88
3,2020-05-29,123.6,124.57,122.54,123.16,123.16,546380,12315694936.36
3,2020-05-30,123.6,124.52,122.85,123.38,123.38,506253,12338446534.33
3,2020-05-31,120.39,121.64,119.95,121.3,121.3,479242,12129609886.91
3,2020-06-01,123.22,124.8,122.48,123.58,123.58,435046,12357932216.63
3,2020-06-02,127.66,128.47,127.47,128.34,128.34,506997,12833568424.62
3,2020-06-03,125.91,127.07,125.69,126.7,126.7,425210,12670417176.53
3,2020-06-04,126.5,126.6,124.85,125.51,125.51,428928,12550776665.09
3,2020-06-05,125.24,126.73,124.02,126.22,126.22,498690,12622430762.45
3,2020-06-06,127.06,128.09,125.81,126.14,126.14,578543,12613534950.52
3,2020-06-07,128.53,129.24,126.71,127.44,127.44,469077,12743685740.07
3,2020-06-08,124.43,125.95,124.2,124.98,124.98,491606,12498355709.13
3,2020-06-09,123.13,123.43,122.97,123.11,123.11,523448,12311315527.1
3,2020-06-10,118.97,119.31,118.02,118.71,118.71,583755,11870599461.15
3,2020-06-11,118.66,118.72,118.19,118.58,118.58,580716,11858472504.55
3,2020-06-12,114.9,115.82,113.76,115.75,115.75,586453,11574814000.15
3,2020-06-13,117.53,118.92,116.63,118.11,118.11,564097,11811239486.28
3,2020-06-14,117.01,117.56,116.3,116.79,116.79,513813,11678506697.55
3,2020-06-15,118.95,120.09,118.02,118.17,118.17,408128,11816797063.6
3,2020-06-16,118.27,119.37,117.51,117.72,117.72,465317,11772355180.29
3,2020-06-17,118.14,119.13,117.8,117.96,117.96,407657,11796274201.51
3,2020-06-18,118.33,118.56,117.44,117.63,117.63,521870,11763084856.66
3,2020-06-19,118.99,119.61,118.17,118.59,118.59,544762,11859413262.57
3,2020-06-20,118.52,118.98,116.67,117.63,117.63,562495,11763118507.84
3,2020-06-21,112.79,113.21,111.94,112.87,112.87,420224,11287153434.57
3,2020-06-22,110.64,110.89,109.63,110.63,110.63,502526,11062971083.27
3,2020-06-23,113.41,114.11,112.37,112.5,112.5,545079,11249803773.82
3,2020-06-24,108.5,109.18,107.2,107.56,107.56,467554,10755681948.07
3,2020-06-25,108.58,109.16,107.35,108.32,108.32,527348,10831723846.65
3,2020-06-26,108.07,108.23,107.12,107.45,107.45,460397,10745007683.8
3,2020-06-27,108.25,109.89,107.41,109.27,109.27,480147,10926670480.68
3,2020-06-28,108.24,108.61,106.55,107.43,107.43,436786,10742865564.44
3,2020-06-29,107.52,107.68,106.64,106.88,106.88,549353,10688103821.12
3,2020-06-30,105.29,106.04,104.15,104.82,104.82,544318,10482087688.06
3,2020-07-01,105.19,106.08,105.0,105.72,105.72,548536,10571905532.54
3,2020-07-02,110.62,111.26,109.28,109.72,109.72,415856,10971903264.89
3,2020-07-03,110.42,111.84,109.85,111.19,111.19,582469,11118787569.49
3,2020-07-04,111.35,111.37,110.13,111.1,111.1,593032,11109762522.8
3,2020-07-05,111.81,112.84,110.59,111.37,111.37,558728,11137402455.35
3,2020-07-06,112.24,113.68,111.55,113.02,113.02,514179,11302406775.66
3,2020-07-07,117.67,118.75,116.13,116.66,116.66,598983,11665934364.17
3,2020-07-08,114.61,116.64,113.64,115.5,115.5,523116,11550157973.94
3,2020-07-09,115.88,116.34,115.6,115.66,115.66,507831,11566495652.13
3,2020-07-10,117.84,119.18,117.84,118.23,118.23,558744,11823084829.65
3,2020-07-11,115.96,117.03,115.47,115.87,115.87,538851,11587307837.39
3,2020-07-12,111.73,112.9,111.22,112.07,112.07,409766,11207277356.07
3,2020-07-13,110.72,111.72,110.17,111.52,111.52,514667,11152453293.8
3,2020-07-14,108.03,109.2,107.64,108.21,108.21,443041,10820524398.21
3,2020-07-15,111.15,112.98,110.95,112.24,112.24,587095,11223904046.27
3,2020-07-16,115.86,116.03,114.33,114.8,114.8,454957,11480160373.35
3,2020-07-17,119.7,121.65,119.45,120.74,120.74,537772,12074456086.26
3,2020-07-18,121.89,122.13,120.69,120.92,120.92,437142,12092379030.7
3,2020-07-19,121.04,121.12,119.94,120.88,120.88,500312,12088085445.25
3,2020-07-20,119.49,120.23,118.96,119.6,119.6,409148,11960332569.55
3,2020-07-21,121.77,122.84,120.72,122.62,122.62,479734,12261992535.57
3,2020-07-22,118.62,119.06,117.25,117.57,117.57,436252,11757193222.27
3,2020-07-23,113.9,115.18,113.08,115.0,115.0,456982,11499575284.17
3,2020-07-24,119.44,119.47,118.8,119.06,119.06,401010,11906032474.41
3,2020-07-25,119.65,120.94,118.69,120.81,120.81,441427,12081449304.76
3,2020-07-26,117.36,118.89,117.08,118.12,118.12,556410,11812262104.82
3,2020-07-27,118.11,119.12,116.61,117.59,117.59,531442,11759030051.58
3,2020-07-28,116.5,117.52,116.26,116.74,116.74,454953,11674407177.8
3,2020-07-29,117.01,118.26,116.77,118.16,118.16,492488,11816391611.61
3,2020-07-30,116.36,117.68,115.67,117.47,117.47,558051,11746782090.12
3,2020-07-31,120.43,120.84,119.36,119.67,119.67,526971,11967393005.55
3,2020-08-01,118.98,119.97,118.66,119.27,119.27,419429,11926727292.76
3,2020-08-02,116.37,116.88,115.91,116.25,116.25,444964,11624878676.85
3,2020-08-03,121.44,122.36,120.19,120.36,120.36,541801,12036351529.82
3,2020-08-04,121.26,122.22,119.8,120.31,120.31,444211,12030902745.12
3,2020-08-05,121.83,123.33,121.16,123.0,123.0,522277,12299986368.76
3,2020-08-06,118.86,120.72,117.68,119.72,119.72,545632,11972023118.39
3,2020-08-07,121.6,121.81,121.2,121.54,121.54,521863,12153582223.65
3,2020-08-08,121.5,122.72,120.7,122.05,122.05,492128,12204832726.54
3,2020-08-09,120.49,120.73,119.68,119.7,119.7,484152,11969676654.46
3,2020-08-10,120.59,121.39,120.13,120.35,120.35,519046,12034559420.13
3,2020-08-11,123.76,124.28,122.28,122.75,122.75,508291,12274694848.71
3,2020-08-12,120.44,122.14,120.34,121.25,121.25,495120,12124988109.63
3,2020-08-13,121.6,121.9,120.88,121.35,121.35,511531,12134952679.53
3,2020-08-14,119.67,120.02,118.47,119.15,119.15,468590,11914525330.26
3,2020-08-15,115.9,116.73,114.82,115.96,115.96,463928,11596006078.42
3,2020-08-16,112.94,114.3,112.26,114.0,114.0,564525,11400414439.51
3,2020-08-17,114.6,116.21,113.91,115.64,115.64,430355,11563511021.07
3,2020-08-18,117.4,118.42,116.54,118.33,118.33,570871,11832772769.87
3,2020-08-19,116.69,117.5,116.18,116.7,116.7,499794,11669912064.59
3,2020-08-20,119.09,119.92,118.06,118.39,118.39,506448,11838601095.22
3,2020-08-21,117.3,117.72,116.98,117.09,117.09,434002,11708976279.76
3,2020-08-22,116.21,117.58,115.19,116.95,116.95,478012,11695058187.53
3,2020-08-23,118.99,119.94,117.66,118.44,118.44,480587,11843742630.91
3,2020-08-24,119.85,121.04,119.58,120.45,120.45,532139,12044830941.15
3,2020-08-25,122.78,123.92,121.54,121.59,121.59,514262,12159059318.95
3,2020-08-26,121.89,123.37,120.77,122.67,122.67,415721,12267182104.97
3,2020-08-27,122.07,124.08,121.7,123.22,123.22,497307,12321817113.19
3,2020-08-28,124.05,125.09,122.76,123.16,123.16,596989,12315765830.89
3,2020-08-29,125.69,125.74,124.13,124.87,124.87,416618,12487324620.68
3,2020-08-30,122.78,124.69,122.36,123.83,123.83,549602,12382556909.3
3,2020-08-31,123.65,123.73,122.71,123.1,123.1,505918,12309704848.1
3,2020-09-01,126.24,127.49,125.11,126.7,126.7,460806,12669635173.12
3,2020-09-02,127.53,127.82,127.2,127.23,127.23,550171,12723241609.87
3,2020-09-03,128.6,129.62,126.21,127.48,127.48,490299,12747996963.88
3,2020-09-04,129.85,131.23,129.32,130.23,130.23,493476,13023476174.69
3,2020-09-05,137.28,138.62,135.21,136.26,136.26,431180,13626176116.37
3,2020-09-06,135.09,135.88,134.09,135.31,135.31,516987,13531381926.67
3,2020-09-07,133.83,134.6,133.43,134.22,134.22,524853,13421727175.2
3,2020-09-08,132.79,133.56,132.77,133.5,133.5,512978,13350112970.51
3,2020-09-09,133.14,134.36,132.85,133.45,133.45,483078,13344857061.1
3,2020-09-10,135.32,136.38,133.99,134.11,134.11,552988,13411371760.76
3,2020-09-11,138.01,138.65,135.96,136.79,136.79,550277,13679417444.66
3,2020-09-12,135.34,137.6,135.03,136.25,136.25,456777,13624976415.32
3,2020-09-13,137.04,137.74,136.43,136.74,136.74,548810,13674422056.47
3,2020-09-14,137.24,138.44,136.98,138.13,138.13,597936,13813204111.61
3,2020-09-15,135.21,137.73,134.0,136.41,136.41,475056,13641260903.09
3,2020-09-16,140.89,142.28,139.45,139.7,139.7,507518,13969746975.74
3,2020-09-17,144.27,144.49,142.54,143.71,143.71,475685,14370819598.28
3,2020-09-18,141.33,142.43,140.56,142.11,142.11,589763,14211089003.68
3,2020-09-19,145.35,147.84,144.97,146.55,146.55,424698,14655187013.38
3,2020-09-20,150.73,153.21,149.28,151.86,151.86,479149,15185962032.53
3,2020-09-21,153.25,154.09,152.64,152.77,152.77,442261,15277340640.54
3,2020-09-22,153.56,154.41,153.16,153.84,153.84,422126,15384116048.94
3,2020-09-23,152.5,154.12,151.45,153.79,153.79,457869,15378538699.85
3,2020-09-24,158.0,160.71,157.21,159.35,159.35,572978,15935105812.52
3,2020-09-25,168.54,169.12,166.32,167.45,167.45,553374,16745225056.02
3,2020-09-26,165.94,166.38,164.27,165.72,165.72,596876,16572458281.98
3,2020-09-27,168.91,170.36,166.54,167.73,167.73,595779,16773202070.28
3,2020-09-28,172.66,173.85,170.34,171.5,171.5,510014,17150164214.76
3,2020-09-29,175.09,177.85,173.55,176.29,176.29,470404,17629394337.37
3,2020-09-30,176.95,180.11,176.72,178.63,178.63,443550,17863410404.05
3,2020-10-01,181.76,184.5,180.23,183.0,183.0,580091,18299816723.67
3,2020-10-02,180.09,180.1,179.55,180.06,180.06,455775,18006311207.6
3,2020-10-03,181.28,181.75,179.66,180.81,180.81,554099,18080532886.77
3,2020-10-04,181.17,182.58,180.83,181.03,181.03,526055,18102748997.36
3,2020-10-05,183.67,184.29,180.83,181.98,181.98,532846,18198470426.66
3,2020-10-06,189.4,189.6,186.02,187.78,187.78,537368,18778074705.01
3,2020-10-07,185.42,187.48,185.29,186.16,186.16,526624,18616044852.13
3,2020-10-08,187.25,187.89,185.78,186.94,186.94,527242,18693893425.85
3,2020-10-09,185.86,185.91,184.86,184.91,184.91,500460,18490533084.95
3,2020-10-10,185.7,187.27,184.26,186.36,186.36,506501,18635577217.99
3,2020-10-11,183.51,186.18,182.72,184.34,184.34,445019,18434238618.14
3,2020-10-12,191.15,191.65,189.63,191.33,191.33,480793,19133322855.65
3,2020-10-13,185.92,188.76,184.69,187.48,187.48,551365,18748271308.48
3,2020-10-14,189.33,192.0,189.05,190.2,190.2,457256,19019504967.02
3,2020-10-15,192.42,193.96,191.65,192.73,192.73,584910,19272540909.18
3,2020-10-16,191.53,194.29,190.74,192.4,192.4,431393,19240095253.62
3,2020-10-17,190.43,191.59,189.18,191.53,191.53,574668,19153039187.56
3,2020-10-18,192.43,194.6,191.52,192.94,192.94,480010,19293643715.43
3,2020-10-19,195.37,197.01,192.84,194.32,194.32,400667,19431680223.05
3,2020-10-20,196.65,196.9,196.09,196.15,196.15,565973,19615019377.02
3,2020-10-21,198.15,199.1,196.75,196.98,196.98,552586,19697999213.87
3,2020-10-22,198.33,201.2,197.47,199.83,199.83,531238,19983227722.83
3,2020-10-23,197.99,200.89,197.45,199.73,199.73,536670,19973172981.69
3,2020-10-24,195.23,195.83,193.19,194.08,194.08,419664,19407622561.34
3,2020-10-25,192.76,193.32,191.04,192.38,192.38,516031,19237881041.58
3,2020-10-26,184.43,185.86,183.04,183.11,183.11,483619,18311046363.0
3,2020-10-27,178.7,181.4,178.44,179.62,179.62,483653,17962412777.13
3,2020-10-28,179.5,180.62,178.24,179.51,179.51,437774,17950661279.5
3,2020-10-29,178.15,179.69,177.99,178.77,178.77,405808,17876717417.1
3,2020-10-30,178.38,178.98,178.24,178.92,178.92,444838,17891693043.25
3,2020-10-31,175.62,176.83,173.98,175.39,175.39,521941,17538646995.9
3,2020-11-01,173.41,174.75,173.22,174.45,174.45,500672,17445306213.85
3,2020-11-02,177.71,181.07,177.61,179.39,179.39,416101,17938783487.58
3,2020-11-03,182.91,184.21,181.17,182.76,182.76,514116,18275901191.49
3,2020-11-04,185.49,187.6,185.34,186.09,186.09,481755,18608593218.58
3,2020-11-05,189.99,191.03,186.97,188.51,188.51,404566,18850568870.17
3,2020-11-06,196.49,197.93,196.23,196.39,196.39,521962,19638621000.89
3,2020-11-07,192.03,194.22,191.73,193.74,193.74,433291,19373818620.04
3,2020-11-08,194.39,195.04,192.2,192.56,192.56,525099,19255503752.73
3,2020-11-09,195.37,196.65,193.28,194.25,194.25,536872,19424630983.31
3,2020-11-10,199.92,203.02,197.96,201.02,201.02,590369,20101596144.35
3,2020-11-11,203.44,203.84,201.45,202.83,202.83,404543,20283042667.11
3,2020-11-12,203.33,204.8,200.35,201.85,201.85,520268,20184719994.11
3,2020-11-13,194.88,195.85,194.16,195.17,195.17,557975,19517177363.75
3,2020-11-14,195.87,197.53,194.91,196.11,196.11,477867,19610645836.01
3,2020-11-15,201.77,203.57,199.43,200.27,200.27,502267,20027214509.12
3,2020-11-16,204.62,205.05,201.68,202.95,202.95,438606,20294506877.78
3,2020-11-17,197.12,198.57,196.35,196.61,196.61,582641,19660753200.4
3,2020-11-18,197.34,199.08,195.41,198.61,198.61,491553,19860911537.68
3,2020-11-19,198.43,201.41,197.45,199.7,199.7,544612,19970414183.21
3,2020-11-20,201.71,202.97,200.99,201.94,201.94,447863,20193523712.21
3,2020-11-21,200.87,201.2,199.71,200.5,200.5,494433,20049901583.26
3,2020-11-22,196.44,196.69,193.47,195.37,195.37,542558,19536751830.34
3,2020-11-23,199.78,200.43,199.63,199.96,199.96,439957,19996188553.15
3,2020-11-24,199.68,201.99,198.81,200.33,200.33,426530,20032910310.09
3,2020-11-25,194.27,196.45,192.89,195.25,195.25,412962,19524878820.07
3,2020-11-26,192.15,195.37,190.86,193.95,193.95,406177,19394588470.22
3,2020-11-27,192.55,194.28,191.0,192.65,192.65,515520,19264932657.85
3,2020-11-28,195.52,196.9,194.99,196.68,196.68,491838,19667678964.86
3,2020-11-29,195.92,198.73,194.07,197.68,197.68,536734,19767507838.95
3,2020-11-30,199.89,201.65,199.81,200.63,200.63,488730,20063087460.69
3,2020-12-01,198.96,202.34,197.02,200.37,200.37,448376,20036717910.8
3,2020-12-02,203.91,205.15,202.92,204.1,204.1,435375,20409932908.81
3,2020-12-03,206.26,206.55,205.51,205.57,205.57,492281,20557492019.62
3,2020-12-04,208.94,211.61,206.9,210.19,210.19,528275,21019288455.46
3,2020-12-05,204.21,207.27,203.3,205.88,205.88,560737,20588432589.02
3,2020-12-06,205.95,207.67,203.22,205.16,205.16,567575,20516092083.71
3,2020-12-07,206.87,207.89,204.84,206.11,206.11,574417,20611464368.3
3,2020-12-08,205.06,208.93,203.63,207.01,207.01,581775,20700546724.33
3,2020-12-09,212.16,212.62,210.02,211.42,211.42,448972,21141739296.66
3,2020-12-10,216.67,219.82,214.49,218.39,218.39,544409,21838753490.75
3,2020-12-11,211.52,215.53,210.65,213.45,213.45,413968,21344610027.73
3,2020-12-12,215.17,216.76,212.99,214.88,214.88,549721,21488198299.6
3,2020-12-13,216.34,217.47,214.9,216.76,216.76,536404,21675971095.77
3,2020-12-14,220.72,221.68,217.62,219.41,219.41,481269,21941458420.03
3,2020-12-15,220.87,223.77,220.85,222.56,222.56,503953,22255735908.97
3,2020-12-16,217.29,219.26,216.45,217.74,217.74,494041,21774444453.39
3,2020-12-17,211.32,212.04,210.53,211.54,211.54,477063,21153850627.66
3,2020-12-18,219.07,220.08,217.72,218.55,218.55,556608,21854895651.37
3,2020-12-19,224.65,225.81,221.96,223.03,223.03,591514,22302841062.36
3,2020-12-20,217.24,218.4,215.58,216.9,216.9,576671,21689703637.26
3,2020-12-21,210.94,212.64,208.32,209.82,209.82,507468,20982446324.62
