product_id,trend_date,search_interest,region
1,2020-08-30,5,US
1,2020-08-31,6,US
1,2020-09-01,3,US
1,2020-09-02,5,US
1,2020-09-03,3,US
1,2020-09-04,4,US
1,2020-09-05,5,US
1,2020-09-06,4,US
1,2020-09-07,4,US
1,2020-09-08,6,US
1,2020-09-09,3,US
1,2020-09-10,4,US
1,2020-09-11,6,US
1,2020-09-12,6,US
1,2020-09-13,3,US
1,2020-09-14,3,US
1,2020-09-15,4,US
1,2020-09-16,6,US
1,2020-09-17,6,US
1,2020-09-18,6,US
1,2020-09-19,4,US
1,2020-09-20,3,US
1,2020-09-21,6,US
1,2020-09-22,5,US
1,2020-09-23,5,US
1,2020-09-24,6,US
1,2020-09-25,5,US
1,2020-09-26,3,US
1,2020-09-27,6,US
1,2020-09-28,4,US
1,2020-09-29,5,US
1,2020-09-30,6,US
1,2020-10-01,3,US
1,2020-10-02,3,US
1,2020-10-03,3,US
1,2020-10-04,5,US
1,2020-10-05,4,US
1,2020-10-06,5,US
1,2020-10-07,5,US
1,2020-10-08,3,US
1,2020-10-09,5,US
1,2020-10-10,4,US
1,2020-10-11,4,US
1,2020-10-12,6,US
1,2020-10-13,6,US
1,2020-10-14,3,US
1,2020-10-15,4,US
1,2020-10-16,4,US
1,2020-10-17,3,US
1,2020-10-18,6,US
1,2020-10-19,5,US
1,2020-10-20,4,US
1,2020-10-21,5,US
1,2020-10-22,5,US
1,2020-10-23,4,US
1,2020-10-24,3,US
1,2020-10-25,3,US
1,2020-10-26,6,US
1,2020-10-27,6,US
1,2020-10-28,5,US
1,2020-10-29,6,US
1,2020-10-30,5,US
1,2020-10-31,3,US
1,2020-11-01,3,US
1,2020-11-02,4,US
1,2020-11-03,6,US
1,2020-11-04,6,US
1,2020-11-05,6,US
1,2020-11-06,6,US
1,2020-11-07,3,US
1,2020-11-08,3,US
1,2020-11-09,3,US
1,2020-11-10,6,US
1,2020-11-11,6,US
1,2020-11-12,4,US
1,2020-11-13,5,US
1,2020-11-14,3,US
1,2020-11-15,6,US
1,2020-11-16,6,US
1,2020-11-17,6,US
1,2020-11-18,6,US
1,2020-11-19,6,US
1,2020-11-20,3,US
1,2020-11-21,5,US
1,2020-11-22,4,US
1,2020-11-23,6,US
1,2020-11-24,6,US
1,2020-11-25,6,US
1,2020-11-26,6,US
1,2020-11-27,4,US
1,2020-11-28,6,US
1,2020-11-29,3,US
1,2020-11-30,6,US
1,2020-12-01,6,US
1,2020-12-02,3,US
1,2020-12-03,6,US
1,2020-12-04,4,US
1,2020-12-05,4,US
1,2020-12-06,6,US
1,2020-12-07,3,US
1,2020-12-08,3,US
1,2020-12-09,3,US
1,2020-12-10,4,US
1,2020-12-11,6,US
1,2020-12-12,6,US
1,2020-12-13,4,US
1,2020-12-14,5,US
1,2020-12-15,4,US
1,2020-12-16,6,US
1,2020-12-17,5,US
1,2020-12-18,6,US
1,2020-12-19,3,US
1,2020-12-20,6,US
1,2020-12-21,3,US
1,2020-12-22,6,US
1,2020-12-23,4,US
1,2020-12-24,3,US
1,2020-12-25,4,US
1,2020-12-26,5,US
1,2020-12-27,4,US
1,2020-12-28,5,US
1,2020-12-29,5,US
1,2020-12-30,4,US
1,2020-12-31,5,US
1,2021-01-01,4,US
1,2021-01-02,5,US
1,2021-01-03,3,US
1,2021-01-04,6,US
1,2021-01-05,5,US
1,2021-01-06,5,US
1,2021-01-07,5,US
1,2021-01-08,5,US
1,2021-01-09,4,US
1,2021-01-10,3,US
1,2021-01-11,5,US
1,2021-01-12,4,US
1,2021-01-13,4,US
1,2021-01-14,6,US
1,2021-01-15,5,US
1,2021-01-16,4,US
1,2021-01-17,4,US
1,2021-01-18,4,US
1,2021-01-19,4,US
1,2021-01-20,4,US
1,2021-01-21,3,US
1,2021-01-22,4,US
1,2021-01-23,6,US
1,2021-01-24,5,US
1,2021-01-25,6,US
1,2021-01-26,5,US
1,2021-01-27,4,US
1,2021-01-28,5,US
1,2021-01-29,3,US
1,2021-01-30,4,US
1,2021-01-31,4,US
1,2021-02-01,5,US
1,2021-02-02,5,US
1,2021-02-03,4,US
1,2021-02-04,4,US
1,2021-02-05,3,US
1,2021-02-06,4,US
1,2021-02-07,6,US
1,2021-02-08,6,US
1,2021-02-09,3,US
1,2021-02-10,3,US
1,2021-02-11,5,US
1,2021-02-12,5,US
1,2021-02-13,4,US
1,2021-02-14,6,US
1,2021-02-15,6,US
1,2021-02-16,5,US
1,2021-02-17,3,US
1,2021-02-18,3,US
1,2021-02-19,3,US
1,2021-02-20,3,US
1,2021-02-21,4,US
1,2021-02-22,6,US
1,2021-02-23,3,US
1,2021-02-24,4,US
1,2021-02-25,5,US
1,2021-02-26,3,US
1,2021-02-27,5,US
1,2021-02-28,4,US
1,2021-03-01,3,US
1,2021-03-02,5,US
1,2021-03-03,3,US
1,2021-03-04,6,US
1,2021-03-05,6,US
1,2021-03-06,3,US
1,2021-03-07,4,US
1,2021-03-08,3,US
1,2021-03-09,6,US
1,2021-03-10,5,US
1,2021-03-11,3,US
1,2021-03-12,3,US
1,2021-03-13,6,US
1,2021-03-14,4,US
1,2021-03-15,6,US
1,2021-03-16,5,US
1,2021-03-17,6,US
1,2021-03-18,5,US
1,2021-03-19,6,US
1,2021-03-20,6,US
1,2021-03-21,5,US
1,2021-03-22,5,US
1,2021-03-23,5,US
1,2021-03-24,6,US
1,2021-03-25,5,US
1,2021-03-26,6,US
1,2021-03-27,5,US
1,2021-03-28,4,US
1,2021-03-29,4,US
1,2021-03-30,3,US
1,2021-03-31,5,US
1,2021-04-01,6,US
1,2021-04-02,5,US
1,2021-04-03,5,US
1,2021-04-04,4,US
1,2021-04-05,3,US
1,2021-04-06,4,US
1,2021-04-07,4,US
1,2021-04-08,4,US
1,2021-04-09,5,US
1,2021-04-10,3,US
1,2021-04-11,3,US
1,2021-04-12,5,US
1,2021-04-13,5,US
1,2021-04-14,3,US
1,2021-04-15,4,US
1,2021-04-16,5,US
1,2021-04-17,4,US
1,2021-04-18,3,US
1,2021-04-19,4,US
1,2021-04-20,6,US
1,2021-04-21,5,US
1,2021-04-22,5,US
1,2021-04-23,6,US
1,2021-04-24,6,US
1,2021-04-25,4,US
1,2021-04-26,3,US
1,2021-04-27,4,US
1,2021-04-28,6,US
1,2021-04-29,6,US
1,2021-04-30,6,US
1,2021-05-01,4,US
1,2021-05-02,5,US
1,2021-05-03,5,US
1,2021-05-04,5,US
1,2021-05-05,3,US
1,2021-05-06,3,US
1,2021-05-07,4,US
1,2021-05-08,3,US
1,2021-05-09,4,US
1,2021-05-10,5,US
1,2021-05-11,4,US
1,2021-05-12,3,US
1,2021-05-13,4,US
1,2021-05-14,3,US
1,2021-05-15,5,US
1,2021-05-16,3,US
1,2021-05-17,4,US
1,2021-05-18,5,US
1,2021-05-19,3,US
1,2021-05-20,5,US
1,2021-05-21,3,US
1,2021-05-22,4,US
1,2021-05-23,3,US
1,2021-05-24,4,US
1,2021-05-25,3,US
1,2021-05-26,4,US
1,2021-05-27,6,US
1,2021-05-28,4,US
1,2021-05-29,6,US
1,2021-05-30,6,US
1,2021-05-31,4,US
1,2021-06-01,3,US
1,2021-06-02,3,US
1,2021-06-03,5,US
1,2021-06-04,6,US
1,2021-06-05,4,US
1,2021-06-06,5,US
1,2021-06-07,6,US
1,2021-06-08,5,US
1,2021-06-09,6,US
1,2021-06-10,6,US
1,2021-06-11,3,US
1,2021-06-12,3,US
1,2021-06-13,3,US
1,2021-06-14,3,US
1,2021-06-15,5,US
1,2021-06-16,5,US
1,2021-06-17,3,US
1,2021-06-18,5,US
1,2021-06-19,6,US
1,2021-06-20,3,US
1,2021-06-21,5,US
1,2021-06-22,5,US
1,2021-06-23,3,US
1,2021-06-24,6,US
1,2021-06-25,6,US
1,2021-06-26,3,US
1,2021-06-27,3,US
1,2021-06-28,4,US
1,2021-06-29,5,US
1,2021-06-30,6,US
1,2021-07-01,4,US
1,2021-07-02,5,US
1,2021-07-03,3,US
1,2021-07-04,5,US
1,2021-07-05,5,US
1,2021-07-06,3,US
1,2021-07-07,6,US
1,2021-07-08,6,US
1,2021-07-09,5,US
1,2021-07-10,3,US
1,2021-07-11,6,US
1,2021-07-12,6,US
1,2021-07-13,4,US
1,2021-07-14,4,US
1,2021-07-15,4,US
1,2021-07-16,5,US
1,2021-07-17,4,US
1,2021-07-18,6,US
1,2021-07-19,6,US
1,2021-07-20,3,US
1,2021-07-21,6,US
1,2021-07-22,5,US
1,2021-07-23,6,US
1,2021-07-24,5,US
1,2021-07-25,4,US
1,2021-07-26,5,US
1,2021-07-27,6,US
1,2021-07-28,4,US
1,2021-07-29,6,US
1,2021-07-30,5,US
1,2021-07-31,4,US
1,2021-08-01,4,US
1,2021-08-02,5,US
1,2021-08-03,4,US
1,2021-08-04,6,US
1,2021-08-05,6,US
1,2021-08-06,3,US
1,2021-08-07,6,US
1,2021-08-08,3,US
1,2021-08-09,4,US
1,2021-08-10,5,US
1,2021-08-11,4,US
1,2021-08-12,3,US
1,2021-08-13,6,US
1,2021-08-14,3,US
1,2021-08-15,3,US
1,2021-08-16,6,US
1,2021-08-17,4,US
1,2021-08-18,6,US
1,2021-08-19,5,US
1,2021-08-20,4,US
1,2021-08-21,3,US
1,2021-08-22,6,US
1,2021-08-23,3,US
1,2021-08-24,5,US
1,2021-08-25,4,US
1,2021-08-26,6,US
1,2021-08-27,5,US
1,2021-08-28,5,US
1,2021-08-29,4,US
1,2021-08-30,6,US
1,2021-08-31,3,US
1,2021-09-01,3,US
1,2021-09-02,5,US
1,2021-09-03,4,US
1,2021-09-04,5,US
1,2021-09-05,4,US
1,2021-09-06,5,US
1,2021-09-07,4,US
1,2021-09-08,5,US
1,2021-09-09,4,US
1,2021-09-10,5,US
1,2021-09-11,4,US
1,2021-09-12,4,US
1,2021-09-13,3,US
1,2021-09-14,3,US
1,2021-09-15,3,US
1,2021-09-16,5,US
1,2021-09-17,6,US
1,2021-09-18,3,US
1,2021-09-19,3,US
1,2021-09-20,4,US
1,2021-09-21,5,US
1,2021-09-22,6,US
1,2021-09-23,5,US
1,2021-09-24,4,US
1,2021-09-25,3,US
1,2021-09-26,3,US
1,2021-09-27,3,US
1,2021-09-28,3,US
1,2021-09-29,3,US
1,2021-09-30,5,US
1,2021-10-01,4,US
1,2021-10-02,6,US
1,2021-10-03,5,US
1,2021-10-04,5,US
1,2021-10-05,3,US
1,2021-10-06,6,US
1,2021-10-07,4,US
1,2021-10-08,6,US
1,2021-10-09,5,US
1,2021-10-10,4,US
1,2021-10-11,4,US
1,2021-10-12,3,US
1,2021-10-13,3,US
1,2021-10-14,6,US
1,2021-10-15,4,US
1,2021-10-16,6,US
1,2021-10-17,4,US
1,2021-10-18,3,US
1,2021-10-19,5,US
1,2021-10-20,3,US
1,2021-10-21,3,US
1,2021-10-22,5,US
1,2021-10-23,4,US
1,2021-10-24,6,US
1,2021-10-25,3,US
1,2021-10-26,6,US
1,2021-10-27,5,US
1,2021-10-28,6,US
1,2021-10-29,3,US
1,2021-10-30,5,US
1,2021-10-31,4,US
1,2021-11-01,4,US
1,2021-11-02,6,US
1,2021-11-03,6,US
1,2021-11-04,4,US
1,2021-11-05,5,US
1,2021-11-06,5,US
1,2021-11-07,5,US
1,2021-11-08,6,US
1,2021-11-09,3,US
1,2021-11-10,3,US
1,2021-11-11,5,US
1,2021-11-12,3,US
1,2021-11-13,3,US
1,2021-11-14,3,US
1,2021-11-15,3,US
1,2021-11-16,4,US
1,2021-11-17,5,US
1,2021-11-18,4,US
1,2021-11-19,3,US
1,2021-11-20,5,US
1,2021-11-21,5,US
1,2021-11-22,4,US
1,2021-11-23,5,US
1,2021-11-24,6,US
1,2021-11-25,6,US
1,2021-11-26,5,US
1,2021-11-27,5,US
1,2021-11-28,6,US
1,2021-11-29,4,US
1,2021-11-30,5,US
1,2021-12-01,5,US
1,2021-12-02,6,US
1,2021-12-03,6,US
1,2021-12-04,3,US
1,2021-12-05,3,US
1,2021-12-06,4,US
1,2021-12-07,5,US
1,2021-12-08,5,US
1,2021-12-09,4,US
1,2021-12-10,3,US
1,2021-12-11,5,US
1,2021-12-12,5,US
1,2021-12-13,6,US
1,2021-12-14,5,US
1,2021-12-15,4,US
1,2021-12-16,3,US
1,2021-12-17,3,US
1,2021-12-18,4,US
1,2021-12-19,4,US
1,2021-12-20,4,US
1,2021-12-21,3,US
1,2021-12-22,6,US
1,2021-12-23,6,US
1,2021-12-24,5,US
1,2021-12-25,6,US
1,2021-12-26,6,US
1,2021-12-27,5,US
1,2021-12-28,4,US
1,2021-12-29,3,US
1,2021-12-30,6,US
1,2021-12-31,4,US
1,2022-01-01,5,US
1,2022-01-02,6,US
1,2022-01-03,3,US
1,2022-01-04,5,US
1,2022-01-05,5,US
1,2022-01-06,4,US
1,2022-01-07,3,US
1,2022-01-08,4,US
1,2022-01-09,4,US
1,2022-01-10,5,US
1,2022-01-11,6,US
1,2022-01-12,4,US
1,2022-01-13,5,US
1,2022-01-14,4,US
1,2022-01-15,6,US
1,2022-01-16,6,US
1,2022-01-17,5,US
1,2022-01-18,4,US
1,2022-01-19,4,US
1,2022-01-20,4,US
1,2022-01-21,6,US
1,2022-01-22,4,US
1,2022-01-23,5,US
1,2022-01-24,6,US
1,2022-01-25,5,US
1,2022-01-26,5,US
1,2022-01-27,4,US
1,2022-01-28,3,US
1,2022-01-29,4,US
1,2022-01-30,6,US
1,2022-01-31,5,US
1,2022-02-01,6,US
1,2022-02-02,3,US
1,2022-02-03,5,US
1,2022-02-04,6,US
1,2022-02-05,4,US
1,2022-02-06,5,US
1,2022-02-07,3,US
1,2022-02-08,6,US
1,2022-02-09,5,US
1,2022-02-10,3,US
1,2022-02-11,3,US
1,2022-02-12,5,US
1,2022-02-13,5,US
1,2022-02-14,3,US
1,2022-02-15,6,US
1,2022-02-16,6,US
1,2022-02-17,4,US
1,2022-02-18,3,US
1,2022-02-19,6,US
1,2022-02-20,4,US
1,2022-02-21,5,US
1,2022-02-22,5,US
1,2022-02-23,4,US
1,2022-02-24,6,US
1,2022-02-25,6,US
1,2022-02-26,3,US
1,2022-02-27,5,US
1,2022-02-28,4,US
1,2022-03-01,6,US
1,2022-03-02,5,US
1,2022-03-03,6,US
1,2022-03-04,6,US
1,2022-03-05,4,US
1,2022-03-06,6,US
1,2022-03-07,4,US
1,2022-03-08,6,US
1,2022-03-09,5,US
1,2022-03-10,6,US
1,2022-03-11,4,US
1,2022-03-12,4,US
1,2022-03-13,5,US
1,2022-03-14,6,US
1,2022-03-15,4,US
1,2022-03-16,3,US
1,2022-03-17,5,US
1,2022-03-18,4,US
1,2022-03-19,5,US
1,2022-03-20,5,US
1,2022-03-21,4,US
1,2022-03-22,4,US
1,2022-03-23,3,US
1,2022-03-24,5,US
1,2022-03-25,5,US
1,2022-03-26,3,US
1,2022-03-27,6,US
1,2022-03-28,3,US
1,2022-03-29,5,US
1,2022-03-30,5,US
1,2022-03-31,6,US
1,2022-04-01,4,US
1,2022-04-02,5,US
1,2022-04-03,6,US
1,2022-04-04,6,US
1,2022-04-05,4,US
1,2022-04-06,3,US
1,2022-04-07,5,US
1,2022-04-08,5,US
1,2022-04-09,6,US
1,2022-04-10,6,US
1,2022-04-11,4,US
1,2022-04-12,5,US
1,2022-04-13,4,US
1,2022-04-14,5,US
1,2022-04-15,4,US
1,2022-04-16,5,US
1,2022-04-17,3,US
1,2022-04-18,4,US
1,2022-04-19,6,US
1,2022-04-20,4,US
1,2022-04-21,5,US
1,2022-04-22,5,US
1,2022-04-23,6,US
1,2022-04-24,6,US
1,2022-04-25,6,US
1,2022-04-26,4,US
1,2022-04-27,4,US
1,2022-04-28,5,US
1,2022-04-29,6,US
1,2022-04-30,6,US
1,2022-05-01,3,US
1,2022-05-02,3,US
1,2022-05-03,5,US
1,2022-05-04,6,US
1,2022-05-05,6,US
1,2022-05-06,5,US
1,2022-05-07,4,US
1,2022-05-08,3,US
1,2022-05-09,5,US
1,2022-05-10,6,US
1,2022-05-11,4,US
1,2022-05-12,5,US
1,2022-05-13,6,US
1,2022-05-14,3,US
1,2022-05-15,6,US
1,2022-05-16,4,US
1,2022-05-17,4,US
1,2022-05-18,3,US
1,2022-05-19,5,US
1,2022-05-20,5,US
1,2022-05-21,6,US
1,2022-05-22,3,US
1,2022-05-23,3,US
1,2022-05-24,6,US
1,2022-05-25,5,US
1,2022-05-26,3,US
1,2022-05-27,6,US
1,2022-05-28,3,US
1,2022-05-29,4,US
1,2022-05-30,4,US
1,2022-05-31,4,US
1,2022-06-01,3,US
1,2022-06-02,6,US
1,2022-06-03,6,US
1,2022-06-04,5,US
1,2022-06-05,3,US
1,2022-06-06,4,US
1,2022-06-07,4,US
1,2022-06-08,5,US
1,2022-06-09,5,US
1,2022-06-10,4,US
1,2022-06-11,4,US
1,2022-06-12,6,US
1,2022-06-13,3,US
1,2022-06-14,4,US
1,2022-06-15,4,US
1,2022-06-16,3,US
1,2022-06-17,5,US
1,2022-06-18,5,US
1,2022-06-19,6,US
1,2022-06-20,4,US
1,2022-06-21,6,US
1,2022-06-22,5,US
1,2022-06-23,4,US
1,2022-06-24,5,US
1,2022-06-25,5,US
1,2022-06-26,5,US
1,2022-06-27,3,US
1,2022-06-28,5,US
1,2022-06-29,4,US
1,2022-06-30,6,US
1,2022-07-01,4,US
1,2022-07-02,6,US
1,2022-07-03,5,US
1,2022-07-04,4,US
1,2022-07-05,5,US
1,2022-07-06,5,US
1,2022-07-07,5,US
1,2022-07-08,5,US
1,2022-07-09,5,US
1,2022-07-10,6,US
1,2022-07-11,5,US
1,2022-07-12,6,US
1,2022-07-13,5,US
1,2022-07-14,4,US
1,2022-07-15,4,US
1,2022-07-16,5,US
1,2022-07-17,5,US
1,2022-07-18,3,US
1,2022-07-19,4,US
1,2022-07-20,5,US
1,2022-07-21,3,US
1,2022-07-22,3,US
1,2022-07-23,5,US
1,2022-07-24,6,US
1,2022-07-25,5,US
1,2022-07-26,6,US
1,2022-07-27,6,US
1,2022-07-28,4,US
1,2022-07-29,6,US
1,2022-07-30,4,US
1,2022-07-31,6,US
1,2022-08-01,5,US
1,2022-08-02,4,US
1,2022-08-03,3,US
1,2022-08-04,6,US
1,2022-08-05,3,US
1,2022-08-06,6,US
1,2022-08-07,6,US
1,2022-08-08,5,US
1,2022-08-09,6,US
1,2022-08-10,6,US
1,2022-08-11,6,US
1,2022-08-12,4,US
1,2022-08-13,6,US
1,2022-08-14,3,US
1,2022-08-15,5,US
1,2022-08-16,4,US
1,2022-08-17,5,US
1,2022-08-18,5,US
1,2022-08-19,5,US
1,2022-08-20,6,US
1,2022-08-21,6,US
1,2022-08-22,3,US
1,2022-08-23,3,US
1,2022-08-24,3,US
1,2022-08-25,6,US
1,2022-08-26,5,US
1,2022-08-27,6,US
1,2022-08-28,3,US
1,2022-08-29,3,US
1,2022-08-30,6,US
1,2022-08-31,6,US
1,2022-09-01,4,US
1,2022-09-02,4,US
1,2022-09-03,3,US
1,2022-09-04,6,US
1,2022-09-05,4,US
1,2022-09-06,4,US
1,2022-09-07,3,US
1,2022-09-08,6,US
1,2022-09-09,3,US
1,2022-09-10,4,US
1,2022-09-11,5,US
1,2022-09-12,5,US
1,2022-09-13,6,US
1,2022-09-14,4,US
1,2022-09-15,5,US
1,2022-09-16,1,US
1,2022-09-17,4,US
1,2022-09-18,1,US
1,2022-09-19,4,US
1,2022-09-20,4,US
1,2022-09-21,9,US
1,2022-09-22,0,US
1,2022-09-23,3,US
1,2022-09-24,4,US
1,2022-09-25,9,US
1,2022-09-26,8,US
1,2022-09-27,1,US
1,2022-09-28,7,US
1,2022-09-29,5,US
1,2022-09-30,10,US
1,2022-10-01,4,US
1,2022-10-02,4,US
1,2022-10-03,2,US
1,2022-10-04,2,US
1,2022-10-05,9,US
1,2022-10-06,5,US
1,2022-10-07,7,US
1,2022-10-08,7,US
1,2022-10-09,7,US
1,2022-10-10,1,US
1,2022-10-11,9,US
1,2022-10-12,4,US
1,2022-10-13,3,US
1,2022-10-14,7,US
1,2022-10-15,3,US
1,2022-10-16,10,US
1,2022-10-17,4,US
1,2022-10-18,5,US
1,2022-10-19,11,US
1,2022-10-20,6,US
1,2022-10-21,5,US
1,2022-10-22,12,US
1,2022-10-23,4,US
1,2022-10-24,12,US
1,2022-10-25,5,US
1,2022-10-26,5,US
1,2022-10-27,7,US
1,2022-10-28,6,US
1,2022-10-29,12,US
1,2022-10-30,5,US
1,2022-10-31,6,US
1,2022-11-01,14,US
1,2022-11-02,8,US
1,2022-11-03,9,US
1,2022-11-04,8,US
1,2022-11-05,7,US
1,2022-11-06,15,US
1,2022-11-07,13,US
1,2022-11-08,15,US
1,2022-11-09,13,US
1,2022-11-10,16,US
1,2022-11-11,14,US
1,2022-11-12,10,US
1,2022-11-13,14,US
1,2022-11-14,19,US
1,2022-11-15,10,US
1,2022-11-16,18,US
1,2022-11-17,19,US
1,2022-11-18,16,US
1,2022-11-19,16,US
1,2022-11-20,22,US
1,2022-11-21,13,US
1,2022-11-22,17,US
1,2022-11-23,17,US
1,2022-11-24,20,US
1,2022-11-25,19,US
1,2022-11-26,23,US
1,2022-11-27,15,US
1,2022-11-28,16,US
1,2022-11-29,22,US
1,2022-11-30,17,US
1,2022-12-01,19,US
1,2022-12-02,23,US
1,2022-12-03,23,US
1,2022-12-04,21,US
1,2022-12-05,28,US
1,2022-12-06,24,US
1,2022-12-07,24,US
1,2022-12-08,26,US
1,2022-12-09,21,US
